State Code,District Code,India/States,Division,Group,Class,NIC Name,Main Workers - Total -  Persons,Main Workers - Total - Males,Main Workers - Total - Females,Main Workers - Rural -  Persons,Main Workers - Rural - Males,Main Workers - Rural - Females,Main Workers - Urban -  Persons,Main Workers - Urban - Males,Main Workers - Urban - Females,Marginal Workers - Total -  Persons,Marginal Workers - Total - Males,Marginal Workers - Total - Females,Marginal Workers - Rural -  Persons,Marginal Workers - Rural - Males,Marginal Workers - Rural - Females,Marginal Workers - Urban -  Persons,Marginal Workers - Urban - Males,Marginal Workers - Urban - Females
`18,`300,District - Kokrajhar,`38,`000,`0000,"Waste collection, treatment and disposal activities; materials recovery",4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`38,`381,`0000,Waste collection,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`38,`381,`3811,Collection of non-hazardous waste,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`38,`381,`3812,Collection of hazardous waste,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`41,`000,`0000,Construction of buildings,638,570,68,526,472,54,112,98,14,282,184,98,264,168,96,18,16,2
`18,`300,District - Kokrajhar,`41,`410,`0000,Construction of buildings,638,570,68,526,472,54,112,98,14,282,184,98,264,168,96,18,16,2
`18,`300,District - Kokrajhar,`41,`410,`4100,Construction of buildings,638,570,68,526,472,54,112,98,14,282,184,98,264,168,96,18,16,2
`18,`300,District - Kokrajhar,`42,`000,`0000,Civil engineering,960,890,70,712,660,52,248,230,18,222,154,68,206,138,68,16,16,0
`18,`300,District - Kokrajhar,`42,`421,`0000,Construction of roads and railways,762,720,42,576,542,34,186,178,8,152,116,36,142,106,36,10,10,0
`18,`300,District - Kokrajhar,`42,`421,`4210,Construction roads and railways,762,720,42,576,542,34,186,178,8,152,116,36,142,106,36,10,10,0
`18,`300,District - Kokrajhar,`42,`422,`0000,Construction of utility projects,72,66,6,64,60,4,8,6,2,2,0,2,2,0,2,0,0,0
`18,`300,District - Kokrajhar,`42,`422,`4220,Construction of utility projects,72,66,6,64,60,4,8,6,2,2,0,2,2,0,2,0,0,0
`18,`300,District - Kokrajhar,`42,`429,`0000,Construction of other civil engineering projects,126,104,22,72,58,14,54,46,8,68,38,30,62,32,30,6,6,0
`18,`300,District - Kokrajhar,`42,`429,`4290,Construction of other civil engineering projects,126,104,22,72,58,14,54,46,8,68,38,30,62,32,30,6,6,0
`18,`300,District - Kokrajhar,`43,`000,`0000,Specialized construction activities,492,394,98,460,376,84,32,18,14,366,218,148,358,216,142,8,2,6
`18,`300,District - Kokrajhar,`43,`431,`0000,Demolition and site preparation,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`43,`431,`4312,Site preparation,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`43,`432,`0000,"Electrical, plumbing and other construction installation activities",454,356,98,422,338,84,32,18,14,362,214,148,354,212,142,8,2,6
`18,`300,District - Kokrajhar,`43,`432,`4321,Electrical installation,10,10,0,6,6,0,4,4,0,2,2,0,2,2,0,0,0,0
`18,`300,District - Kokrajhar,`43,`432,`4322,"Plumbing, heat and air-conditioning installation",2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`43,`432,`4329,Other construction installation,442,344,98,414,330,84,28,14,14,360,212,148,352,210,142,8,2,6
`18,`300,District - Kokrajhar,`43,`433,`0000,Building completion and finishing,32,32,0,32,32,0,0,0,0,4,4,0,4,4,0,0,0,0
`18,`300,District - Kokrajhar,`43,`433,`4330,Building completion and finishing,32,32,0,32,32,0,0,0,0,4,4,0,4,4,0,0,0,0
`18,`300,District - Kokrajhar,`45,`000,`0000,Wholesale and retail trade and repair of motor vehicles and motorcycles,56,54,2,36,34,2,20,20,0,8,8,0,4,4,0,4,4,0
`18,`300,District - Kokrajhar,`45,`451,`0000,Sale of motor vehicles,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`45,`451,`4510,Sale of motor vehicles,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`45,`452,`0000,Maintenance and repair of motor vehicles,40,38,2,28,26,2,12,12,0,8,8,0,4,4,0,4,4,0
`18,`300,District - Kokrajhar,`45,`452,`4520,Maintenance and repair of motor vehicles,40,38,2,28,26,2,12,12,0,8,8,0,4,4,0,4,4,0
`18,`300,District - Kokrajhar,`45,`453,`0000,Sale of motor vehicle parts and accessories,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`45,`453,`4530,Sale of motor vehicle parts and accessories,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`45,`454,`0000,"Sale, maintenance and repair of motorcycles and related parts and",4,4,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`45,`454,`4540,"Sale, maintenance and repair of motorcycles and related parts and",4,4,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`46,`000,`0000,"Wholesale trade, except of motor vehicles and motorcycles",66,58,8,58,52,6,8,6,2,14,10,4,14,10,4,0,0,0
`18,`300,District - Kokrajhar,`46,`461,`0000,Wholesale on a fee or contract basis,2,2,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0
`18,`300,District - Kokrajhar,`46,`461,`4610,Wholesale on a fee or contract basis,2,2,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0
`18,`300,District - Kokrajhar,`46,`462,`0000,Wholesale of agricultural raw materials and live animals,26,22,4,24,22,2,2,0,2,2,2,0,2,2,0,0,0,0
`18,`300,District - Kokrajhar,`46,`462,`4620,Wholesale of agricultural raw materials and live animals,26,22,4,24,22,2,2,0,2,2,2,0,2,2,0,0,0,0
`18,`300,District - Kokrajhar,`46,`463,`0000,"Wholesale of food, beverages and tobacco",10,10,0,8,8,0,2,2,0,6,4,2,6,4,2,0,0,0
`18,`300,District - Kokrajhar,`46,`463,`4630,"Wholesale of food, beverages and tobacco",10,10,0,8,8,0,2,2,0,6,4,2,6,4,2,0,0,0
`18,`300,District - Kokrajhar,`46,`464,`0000,Wholesale of household goods,2,2,0,0,0,0,2,2,0,4,2,2,4,2,2,0,0,0
`18,`300,District - Kokrajhar,`46,`464,`4641,"Wholesale of textiles, clothing and footwear",0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0
`18,`300,District - Kokrajhar,`46,`464,`4649,Wholesale of other household goods,2,2,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0
`18,`300,District - Kokrajhar,`46,`465,`0000,"Wholesale of machinery, equipment and supplies",10,8,2,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`46,`465,`4659,Wholesale of other machinery and equipment,10,8,2,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`46,`466,`0000,Other specialized wholesale,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`46,`466,`4661,"Wholesale of solid, liquid and gaseous fuels and related products",2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`46,`466,`4663,"Wholesale of construction materials, hardware, plumbing and heating",4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`46,`469,`0000,Non-specialized wholesale trade,10,8,2,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`46,`469,`4690,Non-specialized wholesale trade,10,8,2,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`47,`000,`0000,"Retail trade, except of motor vehicles and motorcycles",1162,926,236,984,784,200,178,142,36,208,120,88,182,96,86,26,24,2
`18,`300,District - Kokrajhar,`47,`471,`0000,Retail sale in non-specialized stores,434,378,56,384,334,50,50,44,6,72,48,24,60,36,24,12,12,0
`18,`300,District - Kokrajhar,`47,`471,`4711,"Retail sale in non-specialized stores with food, beverages or tobacco",138,112,26,120,98,22,18,14,4,24,18,6,20,14,6,4,4,0
`18,`300,District - Kokrajhar,`47,`471,`4719,Other retail sale in non-specialized stores,296,266,30,264,236,28,32,30,2,48,30,18,40,22,18,8,8,0
`18,`300,District - Kokrajhar,`47,`472,`0000,"Retail sale of food, beverages and tobacco in specialized stores",398,256,142,340,216,124,58,40,18,80,26,54,74,22,52,6,4,2
`18,`300,District - Kokrajhar,`47,`472,`4721,Retail sale of food in specialized stores,370,236,134,326,208,118,44,28,16,72,20,52,68,18,50,4,2,2
`18,`300,District - Kokrajhar,`47,`472,`4722,Retail sale of beverages in specialized stores,18,16,2,8,8,0,10,8,2,6,4,2,4,2,2,2,2,0
`18,`300,District - Kokrajhar,`47,`472,`4723,Retail sale of tobacco products in specialized stores,10,4,6,6,0,6,4,4,0,2,2,0,2,2,0,0,0,0
`18,`300,District - Kokrajhar,`47,`473,`0000,Retail sale of automotive fuel in specialized stores,16,12,4,10,6,4,6,6,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`47,`473,`4730,Retail sale of automotive fuel in specialized stores,16,12,4,10,6,4,6,6,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`47,`474,`0000,Retail sale of information and communications equipment in specialized,16,16,0,12,12,0,4,4,0,8,6,2,8,6,2,0,0,0
`18,`300,District - Kokrajhar,`47,`474,`4741,"Retail sale of computers, peripheral units, software and",16,16,0,12,12,0,4,4,0,8,6,2,8,6,2,0,0,0
`18,`300,District - Kokrajhar,`47,`475,`0000,Retail sale of other household equipment in specialized stores,44,44,0,30,30,0,14,14,0,10,10,0,10,10,0,0,0,0
`18,`300,District - Kokrajhar,`47,`475,`4752,"Retail sale of hardware, paints and glass in specialized stores",28,28,0,26,26,0,2,2,0,8,8,0,8,8,0,0,0,0
`18,`300,District - Kokrajhar,`47,`475,`4759,"Retail sale of electrical household appliances, furniture, lighting",16,16,0,4,4,0,12,12,0,2,2,0,2,2,0,0,0,0
`18,`300,District - Kokrajhar,`47,`476,`0000,Retail sale of cultural and recreation goods in specialized stores,22,20,2,20,18,2,2,2,0,2,2,0,2,2,0,0,0,0
`18,`300,District - Kokrajhar,`47,`476,`4761,"Retail sale of books, newspapers and stationary in specialized stores",22,20,2,20,18,2,2,2,0,2,2,0,2,2,0,0,0,0
`18,`300,District - Kokrajhar,`47,`477,`0000,Retail sale of other goods in specialized stores,204,178,26,162,146,16,42,32,10,34,28,6,26,20,6,8,8,0
`18,`300,District - Kokrajhar,`47,`477,`4771,"Retail sale of clothing, footwear and leather articles in specialized",44,30,14,22,18,4,22,12,10,10,6,4,6,2,4,4,4,0
`18,`300,District - Kokrajhar,`47,`477,`4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet",110,98,12,98,86,12,12,12,0,24,22,2,20,18,2,4,4,0
`18,`300,District - Kokrajhar,`47,`477,`4773,Other retail sale of new goods in specialized stores,50,50,0,42,42,0,8,8,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`47,`478,`0000,Retail sale via stalls and markets,26,22,4,24,22,2,2,0,2,2,0,2,2,0,2,0,0,0
`18,`300,District - Kokrajhar,`47,`478,`4789,Retail sale via stalls and markets of other goods,26,22,4,24,22,2,2,0,2,2,0,2,2,0,2,0,0,0
`18,`300,District - Kokrajhar,`47,`479,`0000,"Retail trade not in stores, stalls or markets",2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`47,`479,`4799,"Other retail sale not in stores, stalls or markets",2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`49,`000,`0000,Land transport and transport via pipelines,1048,1018,30,924,898,26,124,120,4,122,120,2,110,108,2,12,12,0
`18,`300,District - Kokrajhar,`49,`491,`0000,Transport via railways,234,218,16,204,188,16,30,30,0,10,10,0,8,8,0,2,2,0
`18,`300,District - Kokrajhar,`49,`491,`4911,Passenger rail transport,234,218,16,204,188,16,30,30,0,10,10,0,8,8,0,2,2,0
`18,`300,District - Kokrajhar,`49,`492,`0000,Other land transport,814,800,14,720,710,10,94,90,4,112,110,2,102,100,2,10,10,0
`18,`300,District - Kokrajhar,`49,`492,`4921,Urban or suburban passenger land transport,64,64,0,50,50,0,14,14,0,16,16,0,10,10,0,6,6,0
`18,`300,District - Kokrajhar,`49,`492,`4922,Other passenger land transport,498,486,12,452,444,8,46,42,4,58,56,2,56,54,2,2,2,0
`18,`300,District - Kokrajhar,`49,`492,`4923,Freight transport by road,252,250,2,218,216,2,34,34,0,38,38,0,36,36,0,2,2,0
`18,`300,District - Kokrajhar,`51,`000,`0000,Air transport,8,2,6,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`51,`511,`0000,Passenger air transport,6,2,4,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`51,`511,`5110,Passenger air transport,6,2,4,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`51,`512,`0000,Freight air transport,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`51,`512,`5120,Freight air transport,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`52,`000,`0000,Warehousing and support activities for transportation,108,104,4,64,64,0,44,40,4,18,14,4,16,14,2,2,0,2
`18,`300,District - Kokrajhar,`52,`521,`0000,Warehousing and storage,42,40,2,20,20,0,22,20,2,2,0,2,0,0,0,2,0,2
`18,`300,District - Kokrajhar,`52,`521,`5210,Warehousing and storage,42,40,2,20,20,0,22,20,2,2,0,2,0,0,0,2,0,2
`18,`300,District - Kokrajhar,`52,`522,`0000,Support activities for transportation,66,64,2,44,44,0,22,20,2,16,14,2,16,14,2,0,0,0
`18,`300,District - Kokrajhar,`52,`522,`5221,Service activities incidental to land transportation,60,58,2,38,38,0,22,20,2,14,12,2,14,12,2,0,0,0
`18,`300,District - Kokrajhar,`52,`522,`5224,Cargo handling,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`52,`522,`5229,Other transportation support activities,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0
`18,`300,District - Kokrajhar,`53,`000,`0000,Postal and courier activities,124,114,10,120,112,8,4,2,2,4,4,0,4,4,0,0,0,0
`18,`300,District - Kokrajhar,`53,`531,`0000,Postal activities,124,114,10,120,112,8,4,2,2,4,4,0,4,4,0,0,0,0
`18,`300,District - Kokrajhar,`53,`531,`5310,Postal activities,124,114,10,120,112,8,4,2,2,4,4,0,4,4,0,0,0,0
`18,`300,District - Kokrajhar,`55,`000,`0000,Accommodation,52,42,10,32,26,6,20,16,4,8,6,2,4,4,0,4,2,2
`18,`300,District - Kokrajhar,`55,`551,`0000,Short term accommodation activities,48,42,6,30,26,4,18,16,2,8,6,2,4,4,0,4,2,2
`18,`300,District - Kokrajhar,`55,`551,`5510,Short term accommodation activities,48,42,6,30,26,4,18,16,2,8,6,2,4,4,0,4,2,2
`18,`300,District - Kokrajhar,`55,`559,`0000,Other accommodation,4,0,4,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`55,`559,`5590,Other accommodation,4,0,4,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`56,`000,`0000,Food and beverage service activities,186,104,82,164,94,70,22,10,12,40,16,24,34,12,22,6,4,2
`18,`300,District - Kokrajhar,`56,`561,`0000,Restaurants and mobile food service activities,8,4,4,8,4,4,0,0,0,2,0,2,2,0,2,0,0,0
`18,`300,District - Kokrajhar,`56,`561,`5610,Restaurants and mobile food service activities,8,4,4,8,4,4,0,0,0,2,0,2,2,0,2,0,0,0
`18,`300,District - Kokrajhar,`56,`562,`0000,Event catering and other food service activities,6,4,2,6,4,2,0,0,0,2,0,2,2,0,2,0,0,0
`18,`300,District - Kokrajhar,`56,`562,`5621,Event catering,6,4,2,6,4,2,0,0,0,2,0,2,2,0,2,0,0,0
`18,`300,District - Kokrajhar,`56,`563,`0000,Beverage serving activities,172,96,76,150,86,64,22,10,12,36,16,20,30,12,18,6,4,2
`18,`300,District - Kokrajhar,`56,`563,`5630,Beverage serving activities,172,96,76,150,86,64,22,10,12,36,16,20,30,12,18,6,4,2
`18,`300,District - Kokrajhar,`58,`000,`0000,Publishing activities,10,10,0,8,8,0,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`58,`581,`0000,"Publishing of books, periodicals and other publishing activities",8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`58,`581,`5811,Book publishing,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`58,`581,`5819,Other publishing activities,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`58,`582,`0000,Software publishing,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`58,`582,`5820,Software publishing,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`59,`000,`0000,"Motion picture, video and television programme production, sound recording",6,6,0,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`59,`591,`0000,"Motion picture, video and television programme activities",2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`59,`591,`5911,"Motion picture, video and television programme production activities",2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`59,`592,`0000,Sound recording and music publishing activities,4,4,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`59,`592,`5920,Sound recording and music publishing activitiesT,4,4,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`60,`000,`0000,Broadcasting and programming activities,20,18,2,12,10,2,8,8,0,4,4,0,4,4,0,0,0,0
`18,`300,District - Kokrajhar,`60,`601,`0000,Radio broadcasting,12,12,0,6,6,0,6,6,0,4,4,0,4,4,0,0,0,0
`18,`300,District - Kokrajhar,`60,`601,`6010,Radio broadcasting,12,12,0,6,6,0,6,6,0,4,4,0,4,4,0,0,0,0
`18,`300,District - Kokrajhar,`60,`602,`0000,Television programming and broadcasting activities,8,6,2,6,4,2,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`60,`602,`6020,Television programming and broadcasting activities,8,6,2,6,4,2,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`61,`000,`0000,Telecommunications,58,56,2,42,40,2,16,16,0,4,2,2,2,2,0,2,0,2
`18,`300,District - Kokrajhar,`61,`611,`0000,Wired telecommunications activities,6,6,0,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`61,`611,`6110,Wired telecommunications activities,6,6,0,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`61,`612,`0000,Wireless telecommunications activities,8,8,0,6,6,0,2,2,0,2,0,2,0,0,0,2,0,2
`18,`300,District - Kokrajhar,`61,`612,`6120,Wireless telecommunications activities,8,8,0,6,6,0,2,2,0,2,0,2,0,0,0,2,0,2
`18,`300,District - Kokrajhar,`61,`613,`0000,Satellite telecommunications activities,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`61,`613,`6130,Satellite telecommunications activities,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`61,`619,`0000,Other telecommunications activities,40,38,2,30,28,2,10,10,0,2,2,0,2,2,0,0,0,0
`18,`300,District - Kokrajhar,`61,`619,`6190,Other telecommunications activities,40,38,2,30,28,2,10,10,0,2,2,0,2,2,0,0,0,0
`18,`300,District - Kokrajhar,`62,`000,`0000,"Computer programming, consultancy and related activities",8,6,2,6,4,2,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`62,`620,`0000,"Computer programming, consultancy and related activities",8,6,2,6,4,2,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`62,`620,`6202,Computer consultancy and computer facilities management activities,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`62,`620,`6209,Other information technology and computer service activities,6,4,2,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`63,`000,`0000,Information service activities,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`63,`631,`0000,"Data processing, hosting and related activities; web portals",2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`63,`631,`6311,"Data processing, hosting and related activities",2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`64,`000,`0000,"Financial service activities, except insurance and pension funding",150,132,18,80,74,6,70,58,12,6,6,0,4,4,0,2,2,0
`18,`300,District - Kokrajhar,`64,`641,`0000,Monetary intermediation,150,132,18,80,74,6,70,58,12,6,6,0,4,4,0,2,2,0
`18,`300,District - Kokrajhar,`64,`641,`6419,Other monetary intermediation,150,132,18,80,74,6,70,58,12,6,6,0,4,4,0,2,2,0
`18,`300,District - Kokrajhar,`65,`000,`0000,"Insurance, reinsurance and pension funding, except compulsory social",92,62,30,48,34,14,44,28,16,22,12,10,16,10,6,6,2,4
`18,`300,District - Kokrajhar,`65,`651,`0000,Insurance,92,62,30,48,34,14,44,28,16,22,12,10,16,10,6,6,2,4
`18,`300,District - Kokrajhar,`65,`651,`6511,Life insurance,80,52,28,42,28,14,38,24,14,22,12,10,16,10,6,6,2,4
`18,`300,District - Kokrajhar,`65,`651,`6512,Non-life insurance,12,10,2,6,6,0,6,4,2,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`66,`000,`0000,Other financial activities,8,4,4,8,4,4,0,0,0,2,2,0,2,2,0,0,0,0
`18,`300,District - Kokrajhar,`66,`662,`0000,Activities auxiliary to insurance and pension funding,2,2,0,2,2,0,0,0,0,2,2,0,2,2,0,0,0,0
`18,`300,District - Kokrajhar,`66,`662,`6622,Activities of insurance agents and brokers,2,2,0,2,2,0,0,0,0,2,2,0,2,2,0,0,0,0
`18,`300,District - Kokrajhar,`66,`663,`0000,Fund management activities,6,2,4,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`66,`663,`6630,Fund management activities,6,2,4,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`68,`000,`0000,Real estate activities,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`68,`681,`0000,Real estate activities with own or leased property,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`68,`681,`6810,Real estate activities with own or leased property,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`69,`000,`0000,Legal and accounting activities,36,28,8,20,16,4,16,12,4,2,0,2,0,0,0,2,0,2
`18,`300,District - Kokrajhar,`69,`691,`0000,Legal activities,36,28,8,20,16,4,16,12,4,2,0,2,0,0,0,2,0,2
`18,`300,District - Kokrajhar,`69,`691,`6910,Legal activities,36,28,8,20,16,4,16,12,4,2,0,2,0,0,0,2,0,2
`18,`300,District - Kokrajhar,`71,`000,`0000,Architecture and engineering activities; technical testing and analysis,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0
`18,`300,District - Kokrajhar,`71,`711,`0000,Architectural and engineering activities and related technical consultancy,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0
`18,`300,District - Kokrajhar,`71,`711,`7110,Architectural and engineering activities and related technical,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0
`18,`300,District - Kokrajhar,`72,`000,`0000,Scientific research and development,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`72,`721,`0000,Research and experimental development on natural sciences and,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`72,`721,`7210,Research and experimental development on natural sciences and,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`74,`000,`0000,"Other professional, scientific and technical activities",10,6,4,4,2,2,6,4,2,4,2,2,0,0,0,4,2,2
`18,`300,District - Kokrajhar,`74,`741,`0000,Specialized design activities,2,0,2,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2
`18,`300,District - Kokrajhar,`74,`741,`7410,Specialized design activities,2,0,2,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2
`18,`300,District - Kokrajhar,`74,`742,`0000,Photographic activities,4,2,2,0,0,0,4,2,2,2,2,0,0,0,0,2,2,0
`18,`300,District - Kokrajhar,`74,`742,`7420,Photographic activities,4,2,2,0,0,0,4,2,2,2,2,0,0,0,0,2,2,0
`18,`300,District - Kokrajhar,`74,`749,`0000,"Other professional, scientific and technical activities n.e.c.",4,4,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`74,`749,`7490,"Other professional, scientific and technical activities n.e.c.",4,4,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`75,`000,`0000,Veterinary activities,82,74,8,76,70,6,6,4,2,4,2,2,4,2,2,0,0,0
`18,`300,District - Kokrajhar,`75,`750,`0000,Veterinary activities,82,74,8,76,70,6,6,4,2,4,2,2,4,2,2,0,0,0
`18,`300,District - Kokrajhar,`75,`750,`7500,Veterinary activities,82,74,8,76,70,6,6,4,2,4,2,2,4,2,2,0,0,0
`18,`300,District - Kokrajhar,`77,`000,`0000,Rental and leasing activities,22,20,2,18,16,2,4,4,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`77,`771,`0000,Renting and leasing of motor vehicles,6,6,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`77,`771,`7710,Renting and leasing of motor vehicles,6,6,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`77,`772,`0000,Renting and leasing of personal and household goods,16,14,2,14,12,2,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`77,`772,`7729,Renting and leasing of other personal and household goods n.e.c.,16,14,2,14,12,2,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`79,`000,`0000,"Travel agency, tour operator and other reservation service activities",2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`79,`791,`0000,Travel agency and tour operator activities,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
`18,`300,District - Kokrajhar,`79,`791,`7911,Travel agency activities,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
